GENE	Log_Ratio_2992_1	Log_Ratio_2992_2	Log_Ratio_2992_3	Log_Ratio_2992_4	Log_Ratio_2992_5	Log_Ratio_2992_6	Log_Ratio_2992_7	Log_Ratio_2992_8	Log_Ratio_2992_9	Log_Ratio_2992_10	Log_Ratio_2992_11	Log_Ratio_2992_12	Log_Ratio_2997_1	Log_Ratio_2997_2	Log_Ratio_2997_3	Log_Ratio_2997_4	Log_Ratio_2997_5	Log_Ratio_2997_6	Log_Ratio_2997_7	Log_Ratio_2997_8	Log_Ratio_2997_9	Log_Ratio_2997_10	Log_Ratio_2998_1	Log_Ratio_2998_2	Log_Ratio_2998_3	Log_Ratio_2998_4	Log_Ratio_2998_5	Log_Ratio_2998_6	Log_Ratio_2998_7	Log_Ratio_2998_8	Log_Ratio_2998_9	Log_Ratio_2998_10	Log_Ratio_2998_11	Log_Ratio_2998_12	Log_Ratio_2998_13	Log_Ratio_2998_14	Log_Ratio_2998_15	Log_Ratio_2998_16	Log_Ratio_2998_17	Log_Ratio_2998_18	Log_Ratio_2998_19	Log_Ratio_2998_20	Log_Ratio_2998_21	Log_Ratio_2998_22	Log_Ratio_2998_23	Log_Ratio_2998_24	Log_Ratio_2998_25	Log_Ratio_2998_26	Log_Ratio_2998_27	Log_Ratio_2998_28	Log_Ratio_2998_29	Log_Ratio_2998_30	Log_Ratio_2998_31	Log_Ratio_2998_32	Log_Ratio_2998_33	Log_Ratio_2998_34	Log_Ratio_2998_35	Log_Ratio_2998_36	Log_Ratio_2998_37	Log_Ratio_2998_38	Log_Ratio_2998_39	Log_Ratio_2998_40	Log_Ratio_2998_41	Log_Ratio_2998_42	Log_Ratio_2998_43	Log_Ratio_2998_44	Log_Ratio_2998_45	Log_Ratio_2998_46	Log_Ratio_2998_47	Log_Ratio_2998_48	Log_Ratio_2998_49	Log_Ratio_2998_50	Log_Ratio_2998_51	Log_Ratio_2998_52	Log_Ratio_2998_53	Log_Ratio_2998_54	Log_Ratio_2998_55	Log_Ratio_2998_56	Log_Ratio_7475_1	Log_Ratio_7475_2	Log_Ratio_7475_3	Log_Ratio_7475_4	Log_Ratio_7475_5	Log_Ratio_7475_6	Log_Ratio_7475_7	Log_Ratio_7475_8	Log_Ratio_7475_9	Log_Ratio_7475_10	Log_Ratio_7475_11	Log_Ratio_7475_12	Log_Ratio_7475_13	Log_Ratio_7475_14	Log_Ratio_7475_15	Log_Ratio_7475_16	Log_Ratio_7475_17	Log_Ratio_7475_18	Log_Ratio_7475_19	Log_Ratio_7475_20	Log_Ratio_7475_21	Log_Ratio_7475_22	Log_Ratio_7475_23	Log_Ratio_7475_24	Log_Ratio_7475_25	Log_Ratio_7475_26	Log_Ratio_7475_27	Log_Ratio_7475_28	Log_Ratio_7475_29	Log_Ratio_7475_30	Log_Ratio_7475_31	Log_Ratio_7475_32	Log_Ratio_7475_33
CAC1510	-0.042903	0.262734	0.015085	0.242045	0.595393	0.815048	-0.046446	0.071823	-0.017500	0.715817	-0.156104	-0.253154	1.849458	1.932016	1.669604	1.485535	2.297743	2.143047	1.961233	2.196657	2.042446	2.121524	-1.168753	-0.724207	0.033415	-1.788455	-1.751023	-1.889501	-1.740667	-0.641865	-2.349472	-1.342371	-1.513400	-1.267489	-0.969120	0.314451	0.141519	0.213588	0.055349	-0.538097	0.740887	-0.607458	0.628800	-0.254077	0.000000	-0.319990	0.484152	0.538696	0.366375	0.872487	0.844486	0.600714	1.134104	0.550679	1.450047	1.615705	1.989249	1.161729	1.359974	2.062157	0.876666	2.575657	-1.319517	-0.406702	-0.302049	-0.548531	1.652540	1.206635	0.472329	-1.285904	-0.853640	-0.598225	-0.691780	-1.306743	-0.585448	-0.433457	0.218422	-0.310655	-0.470907	-0.369751	-0.386587	-0.245815	-0.219697	-0.347742	-0.004683	-0.370445	-0.436949	0.115697	0.080141	0.268014	0.108621	-0.069246	0.047008	-0.099323	0.003422	0.100814	0.131975	0.180312	0.057092	-0.268873	-0.025026	0.171165	-0.246177	-0.004558	-0.409281	-0.267585	-0.093993	-0.129953	-0.152996	-0.165196	-0.019540
CAC1511	-0.480137	0.057508	-0.025141	0.114889	-0.500618	0.329624	0.200791	0.733365	-1.063525	-0.032223	-0.522118	-0.647191	0.154064	-0.138893	0.610102	-0.477331	0.556496	0.154224	0.111951	0.238931	-0.153734	-0.033308	-0.418600	1.769927	0.682482	-0.156701	1.545834	-0.098963	1.510118	0.511067	-1.322068	-0.067605	-0.386900	-0.113799	-0.512449	1.033441	-1.763803	0.606997	0.017337	-1.080808	-0.716110	-2.654603	-2.715184	-2.214835	-1.109692	-0.780257	-0.091085	0.245107	1.253275	1.020570	2.250111	0.849801	1.120243	0.105532	0.572432	-0.230985	1.116855	1.097617	-0.116641	0.963795	-0.150281	1.213879	-1.111892	-0.820498	1.745339	0.094172	1.071831	-0.251303	0.999024	-0.846827	-0.010503	1.787888	0.224524	2.137648	0.442260	-0.569005	1.675908	-0.368399	-1.765201	-1.011277	-0.840927	-0.581627	-0.610708	-0.172123	-0.957322	-2.284595	-2.242591	0.832207	1.321136	1.432993	0.174212	-0.189653	0.632605	-1.351969	0.000000	0.334670	0.182081	0.368893	-0.014754	-0.299111	-0.832813	-0.191359	0.601943	0.374926	-1.293035	-1.045553	1.253282	1.304298	0.730144	0.641090	1.202863
CAC1512	0.276178	0.482224	-0.597533	-0.103010	0.016216	0.843024	-0.134410	0.455028	-1.592118	-2.056213	-2.106567	-0.018134	-0.342792	-0.165333	-0.417784	-0.169707	-0.187813	-0.578080	0.224267	-0.094685	-0.341140	-0.197208	1.911787	-1.397043	0.421767	2.647639	3.328160	1.248341	1.534717	0.738624	1.158298	1.770249	nan	0.429821	1.589083	1.337694	0.194170	-0.434568	-0.527604	-0.628032	0.106445	nan	-0.086165	-1.201290	-0.796608	nan	-0.290093	0.916783	0.778659	0.212453	0.756798	0.715721	0.696430	nan	0.691553	-0.668104	0.074965	0.101807	0.133160	0.000000	0.316666	-0.061129	-0.481965	1.463384	0.222896	-0.263207	-0.951077	0.224465	2.446618	-0.924891	0.211903	nan	0.495943	-0.909311	0.244649	nan	4.124237	-0.446823	-1.335609	-1.141311	-1.196271	-1.273916	-0.693352	-0.626887	-0.613565	-0.455637	-0.442736	0.289872	0.726985	1.386794	-0.116441	-0.974519	-0.147576	-0.619891	-0.141996	0.292113	0.206894	-0.032493	-0.679050	-0.415629	-0.934168	-0.168169	0.284118	-0.036886	1.139942	1.346533	0.896474	0.832684	0.262491	0.133509	0.686012
CAC1513	0.145243	-0.155117	-0.845544	-0.731571	-0.804746	-0.220070	-0.020060	-0.310570	-1.217404	-1.669171	-1.488718	0.178792	0.909613	1.882190	-0.256003	0.385698	1.136304	1.735717	1.049511	0.339240	0.444508	0.688859	0.848710	-0.539172	0.172763	2.368454	2.509616	1.913453	-0.358686	-0.368081	2.082745	2.138876	-1.569387	0.093561	1.351886	1.963897	0.020060	-0.165420	nan	0.048477	1.999297	0.143980	-0.305309	0.540130	-0.051247	0.393059	0.916138	0.554520	1.506958	0.120771	1.070131	-0.241219	0.036904	nan	0.391104	-0.279159	-0.154257	-0.455951	nan	-1.258863	-1.143288	-0.277742	0.171345	2.990602	0.414755	-0.327586	-0.662123	-0.163877	0.103944	-0.354478	-0.366116	nan	-0.579892	-1.137467	-0.575054	nan	-0.540366	-0.140454	-1.688885	-1.864289	-1.978658	-1.443000	-1.084437	-1.389132	-0.851888	-1.304432	-1.219521	0.163974	0.212978	0.540597	0.459080	-0.793048	0.508276	-0.622445	0.188918	0.807300	0.212707	0.244832	-0.734385	-0.737749	-1.210938	-0.530786	0.035033	-0.244433	0.432363	1.096292	0.390852	0.364962	-0.311831	-0.426513	0.180508
CAC1514	-0.011036	-0.177057	0.164688	-0.154117	-0.018727	-0.148901	0.011562	-0.172433	0.163600	-0.291979	-0.004671	0.453814	-0.171583	0.133514	-0.410016	-0.469338	-0.714768	-0.732124	-0.387861	-0.664488	-0.561695	-0.683630	-0.029220	-0.999214	nan	0.030079	-0.605421	0.069616	-0.901617	-0.218005	-0.116074	-1.180933	-0.003048	-0.414567	-0.283367	-1.054273	-0.153476	-1.199068	-1.475965	-0.133067	-0.777615	0.332426	-0.515363	0.057875	-0.469648	0.340908	-0.505923	0.385833	0.094105	0.626512	-0.273051	0.557792	0.004342	0.231269	-0.297843	0.942933	0.275649	0.254810	0.931464	0.121464	1.148486	0.339862	2.272140	1.938702	2.416430	1.775836	1.038915	1.291915	1.230030	1.882663	2.395528	3.072989	2.017971	3.670515	2.979090	3.900971	1.204394	2.900771	-0.724024	-0.621427	-0.738765	-0.423751	-0.439698	-0.495455	-0.167266	-0.434375	-0.407383	0.188661	0.230489	0.432916	0.213288	-0.273123	0.204842	-0.214473	0.130338	0.299350	0.119802	0.148822	-0.252491	-0.146544	-0.355352	-0.121652	0.143588	0.007804	0.003048	0.459990	0.395543	0.270311	-0.011156	-0.009173	0.214628
CAC1515	-0.815359	-0.462325	0.187579	-0.106530	0.221725	0.527674	-0.585900	-0.411149	-0.090703	-0.651035	-0.537889	-0.413426	0.198624	0.162946	-0.170683	-0.243314	-0.259075	-0.271120	0.478013	-0.112175	-0.302247	-0.289474	0.398681	-0.942326	-0.035987	0.039866	0.037186	0.057623	0.416637	-0.534817	-1.315973	-1.321434	-0.070920	0.375195	0.238470	0.148419	-0.617890	-0.747619	-0.448858	-0.195766	0.109970	0.591320	-0.127180	-1.585474	-1.005205	0.028737	0.297739	0.528311	0.310805	0.963754	0.635777	0.236326	0.580378	0.261406	0.329819	-0.046070	-0.061424	0.000000	0.544451	0.312185	0.904189	0.055430	1.463608	1.689643	2.127522	1.195205	1.912183	1.132633	1.474380	1.730576	2.366021	3.671176	2.219470	3.033935	1.415419	0.641503	2.384534	1.414007	-1.802712	-1.798392	-2.145029	-1.386878	-1.496206	-1.637962	-0.702052	-1.201545	-1.087943	0.116990	0.346311	1.040948	0.355181	-1.180989	-0.093657	-0.563920	-0.038906	0.448685	0.506533	-0.134799	-0.835643	-0.681874	-1.521744	-0.612881	-0.071943	-0.161234	-0.117005	0.401716	0.048658	0.019700	-0.434312	-0.399738	-0.069462
CAC1516	0.555245	0.965951	-0.030206	0.581648	-0.220482	0.644827	0.292357	0.733975	-0.051957	-0.377992	0.654554	1.517617	-2.033113	-2.009128	-2.315914	-2.105728	-1.898684	-2.193104	-1.746301	-1.469259	-1.789297	-1.790847	0.812538	2.518047	0.075512	0.922783	2.030865	0.622263	0.986187	0.000000	0.744626	1.864416	-0.126590	0.466273	1.274904	1.823533	0.707012	2.183092	2.147899	0.835125	2.288062	0.537473	0.678139	1.300306	1.512802	-0.039547	1.038321	0.343177	0.835410	-0.018808	0.385544	-0.247419	-0.043766	-0.287813	0.285618	-0.246408	0.080721	-0.079860	-0.689157	-0.278802	-0.357520	0.304775	-0.339884	-1.240283	-0.219044	-0.723538	1.281521	-0.814991	0.239505	-0.835549	-0.794788	-0.278764	0.543723	-1.178068	-0.805950	-0.266956	-0.863926	-0.553877	-0.779610	-0.912423	-0.703395	-0.149016	-0.290231	-0.040482	-0.386676	-1.273714	-1.223303	0.777206	0.617490	0.754764	0.894963	-0.338640	0.802056	-0.599191	0.030033	0.392032	0.387640	0.188095	-0.482249	0.393959	-0.180810	-0.067589	0.580270	0.211697	-0.714831	-0.296191	0.443652	0.319619	0.127040	-0.021344	0.419842
CAC1517	0.969626	1.064647	1.007732	0.685924	0.859707	0.994318	1.699627	1.328072	-0.044710	-0.440037	0.796509	0.940869	-1.545932	-1.335828	-1.800376	-2.043590	-1.314580	-1.619362	-2.084079	-1.792168	-1.720061	-1.487929	1.521245	1.057855	-0.196747	2.470469	2.442039	1.002910	0.377601	-0.414029	1.849050	1.703292	-0.479739	0.445373	1.472901	1.616780	1.114103	0.122284	-0.427401	0.763420	1.679160	-0.831725	-0.130924	1.406128	0.878848	-0.159925	0.939083	1.181965	0.920892	0.233054	0.222652	-0.551528	-0.424441	-0.731837	-0.600778	-0.940476	-1.210361	-1.294942	-0.418454	-0.722093	-1.020787	-0.118943	-0.592010	0.088287	-1.677776	-1.717242	-0.174508	-0.873723	-1.696941	-0.974270	-0.923812	-0.167622	-0.806898	-0.723547	0.534048	-0.033712	1.494698	0.462921	-0.505723	-0.745116	-0.678747	0.000000	0.015759	0.205780	0.480998	1.010803	0.865442	0.121800	0.624335	0.688062	0.479869	-0.415408	0.365000	-0.085407	0.166022	0.021286	0.413270	0.087348	-0.286424	0.155255	-0.246643	-0.117154	-0.094658	-0.437284	0.880734	0.898013	0.141106	0.051464	-0.371171	-0.189824	-0.181153
CAC1518	0.175835	-0.048840	0.096950	-0.376702	-0.230717	-0.083420	-0.337686	-0.109151	0.069380	-0.565663	0.072241	0.750976	-0.835177	-0.770155	-0.803777	-0.973260	-0.392849	-0.743326	-0.718113	-0.669417	-0.979429	-0.940508	-0.601597	-0.449875	-0.303416	-0.455658	0.137746	0.142178	0.011164	-0.237579	-0.282495	-0.606749	-0.548543	0.023392	0.662214	0.547763	-0.328082	-0.266971	-0.070223	0.231143	0.108592	0.504399	-0.115147	-0.492940	-0.278887	-0.114200	0.011026	0.208564	0.197606	-0.071646	-0.580098	0.355885	-0.464881	0.111052	-0.100425	0.000000	0.122706	0.387965	0.882873	0.629366	0.533848	0.556272	2.161572	2.505590	1.767681	1.485295	1.972398	1.014796	0.968148	2.051309	2.306250	2.853802	2.314544	3.992649	2.164571	1.810169	2.057476	2.467072	-1.874174	-1.155588	-1.408129	-1.284217	-0.605313	-0.703465	-0.821382	-1.048015	-1.151993	-0.125245	0.499805	1.175161	0.130738	-0.703287	0.231127	-0.842857	-0.150545	0.397712	0.006844	-0.022326	-0.438441	-0.879248	-0.871854	-0.344720	0.109611	-0.109658	0.086327	0.147483	0.736004	0.756036	0.353170	0.140189	0.829046
CAC1519	-0.113501	-0.155825	0.247607	-0.045736	0.000733	-0.046960	-0.251050	-0.236857	0.153196	-0.328477	0.064053	-0.083168	0.060747	0.231029	0.019805	-0.146254	0.198127	0.131851	-0.003285	-0.124792	-0.321773	-0.232526	-0.423612	-0.544441	0.285672	0.028944	0.219993	0.708038	0.263456	-0.130256	-0.181553	-0.038848	-0.084630	0.444017	0.979618	0.650033	0.835421	0.809317	0.720082	0.000000	0.490792	0.881503	0.358499	0.023041	-0.101111	0.088017	0.005198	-0.031825	0.032902	-0.036719	-0.291747	-0.100276	-0.369023	0.167085	0.219106	0.039096	0.118620	-0.173795	0.390769	0.486423	0.221483	0.125774	1.243517	3.130941	1.929902	2.056092	0.832216	0.603254	0.395270	1.840248	1.446088	2.488662	2.214329	3.136017	2.212349	5.803097	3.728843	3.326674	-0.555294	-0.716807	-0.710313	-0.473559	-0.640632	-0.576718	-0.154376	-0.374942	-0.233776	-0.081232	-0.142628	0.233802	0.246015	-0.356062	-0.046924	-0.076887	-0.042614	0.002666	-0.031687	-0.004344	-0.310315	-0.161428	-0.264811	0.063081	-0.244431	-0.294973	-0.138856	-0.143948	-0.101835	-0.101344	-0.293916	-0.337043	-0.139251
CAC1520	0.404244	0.813298	0.756784	-0.358575	0.482296	0.934809	0.297166	0.640967	0.637710	-0.215012	0.675062	0.442232	-0.771385	-0.570525	-0.396897	-1.046265	-1.057410	-0.901281	-0.430011	-0.541997	-0.750010	-0.424203	-1.112027	-0.192435	0.570590	-0.471720	-0.432494	-2.006576	-0.916693	-0.427467	-0.938061	-0.901000	-2.046894	-0.924656	-0.088423	0.654928	-0.394492	-0.635352	-0.631913	-0.320189	0.511636	-2.571829	-1.096957	-0.970404	-0.816051	-0.632336	-0.027426	0.980422	1.463612	1.018982	1.130598	0.914280	0.821634	1.165116	1.514424	1.884063	2.152094	2.556661	2.175990	1.858577	0.981508	3.227117	0.064620	0.528319	0.000000	-1.872515	-0.614117	-1.373644	-0.769127	-0.617922	-0.837442	0.494068	-0.246806	1.306051	-0.155974	-0.058241	2.776855	-0.157702	-0.696497	-0.403366	-0.640143	-0.367819	-0.142119	0.063923	-0.174208	0.415991	0.215781	0.239376	0.721200	0.849986	0.456549	-0.198733	0.342768	-0.126563	0.237628	0.846426	0.092625	0.412418	-0.584140	-0.341422	-0.415382	0.600414	0.496809	0.230496	1.467487	1.602920	1.233148	1.141906	0.427602	0.500190	0.994362
CAC1521	-0.592762	-0.835612	-0.257450	-1.020170	-0.302863	-0.389647	-0.157900	-0.467814	-0.303933	-0.349835	-0.069499	-0.268399	-0.934216	-1.118009	-0.202662	-0.218280	-0.593438	-0.401072	-1.284436	-1.402465	-1.667218	-1.593220	0.384854	-1.334127	0.102788	0.507284	0.302414	0.854252	0.671797	-0.271805	-0.229537	-0.622126	-0.398957	0.008329	0.197312	1.028961	1.462426	0.558052	0.409022	0.753325	0.709830	0.621157	0.366896	-0.204632	-0.291180	1.230586	0.326380	0.407450	-0.763614	0.124971	-0.008329	0.481232	0.186367	0.516229	0.697712	2.707968	1.258663	0.657446	1.642895	2.609740	0.816350	0.855124	1.010144	1.382003	1.565568	1.446384	-0.236719	1.021845	1.169753	1.348568	0.971676	2.436619	0.923166	3.311539	0.539786	nan	2.919578	-0.392045	-1.827015	-1.190258	-1.252743	-1.203122	-0.765335	-1.132445	-0.860576	-0.689821	-0.738650	0.129211	0.506574	1.091744	0.023354	-1.097263	-0.222222	-1.323074	-0.310986	0.476539	-0.068697	-0.270530	-0.864070	-1.277876	-1.633545	-0.730798	0.090974	-0.289243	0.049198	0.623701	0.445630	0.299626	-0.140696	-0.100051	0.202275
CAC1522	-0.059012	-0.156083	0.158908	-0.234026	-0.050354	-0.588549	0.213986	-0.650611	0.401716	0.095386	0.081988	0.473406	-0.921158	-0.942243	-0.789909	-0.831693	-0.926538	-0.874027	-1.085541	-0.960693	-0.948150	-0.934477	0.038827	-1.029372	0.197558	0.252154	-0.286946	0.027096	-0.782360	-0.156156	-0.221571	-1.060291	0.000000	-0.011916	-0.500745	-1.251916	-0.506016	-1.238613	-1.172025	0.191279	-1.076604	0.700954	-0.153751	-0.152773	-0.075316	0.047673	-0.388672	-0.150040	-0.610915	0.311646	-0.258667	0.481276	-0.162784	0.189132	-0.134200	0.603249	0.258182	0.329489	1.013757	0.558686	1.501141	0.803400	1.973749	1.104090	1.783969	1.952700	1.191610	1.354522	1.328457	1.805563	2.108482	2.776119	2.515648	3.579681	3.009072	3.240743	0.146685	2.883620	-0.835569	-0.478098	-0.409904	-0.370648	-0.096177	-0.311064	-0.335338	-0.838146	-0.805197	0.454287	0.843354	1.128306	0.222610	-0.342074	0.445088	-0.434449	-0.100196	0.384558	0.091988	0.073388	-0.191024	-0.458728	-0.644910	-0.230944	0.647589	0.377883	-0.257418	0.109649	0.669429	0.549991	0.243913	0.416296	0.553440
CAC1523	-0.806067	-0.540452	0.186455	0.352906	0.414098	-0.096089	0.173200	0.000000	0.487371	1.192892	0.093857	-0.332730	0.338094	0.163824	0.333315	0.207392	-0.001809	0.077468	0.185008	-0.069032	0.059000	0.130824	2.004178	2.019577	0.458436	1.839459	1.946652	2.521104	3.203370	2.510137	2.903187	2.983222	0.001238	0.058699	-0.079035	0.692686	-1.131311	-1.548026	-1.072266	-0.958628	-0.518456	-0.374214	0.225951	-0.355325	-0.179513	-0.921129	-0.750563	-1.054754	-0.876773	-0.268385	0.048488	-0.440031	0.096750	-1.083700	-0.929002	-0.886733	-0.886785	-1.053504	-0.976228	-0.670336	-0.857168	-1.055304	-1.564585	-1.939987	-0.314379	-1.194233	-1.674143	-0.814692	-0.671091	-1.137941	-1.348508	-1.413778	-1.970464	-1.028677	-0.648262	-0.795533	-1.042571	-0.576620	0.001606	0.368858	0.643996	0.154176	0.077819	0.282818	-0.562536	0.047325	0.187812	0.136567	0.320245	-0.010923	-0.289896	-0.073106	-0.169691	0.461514	0.205396	0.043873	-0.606938	-0.282303	0.101735	-0.313343	0.173014	-0.242950	0.778823	0.981408	1.332898	0.802070	0.531965	0.476103	0.575243	1.031464	0.543923
CAC1524	-0.160258	-0.158734	0.110283	-0.257024	-0.309385	-0.441578	-0.122227	-0.343466	0.619987	0.201695	0.262338	-0.156057	-0.582640	-0.453952	0.051445	0.046796	-0.159107	-0.292415	-0.272514	-0.516810	-0.460718	-0.530359	0.313955	-0.323824	0.016919	0.181489	-0.181838	0.590124	-0.389403	-0.143076	0.251433	-0.634816	0.133136	-0.260409	-0.313001	-0.995592	-0.341863	-1.095398	-1.174148	0.201368	-0.578032	0.602535	-0.051870	-0.327730	-0.332482	0.900845	-0.322133	0.161654	-0.571384	0.574288	-0.477129	0.664464	-0.204553	0.916344	0.048917	0.770277	0.148568	0.409397	1.514579	0.727923	1.438638	0.229020	2.297391	1.720423	1.882765	1.746504	1.619355	1.520497	1.452669	2.184077	2.367096	3.518095	2.266800	3.562249	3.116865	2.857633	2.905995	3.048916	-0.469408	-0.579757	-0.610919	-0.497261	-0.517451	-0.539234	-0.241386	-0.627872	-0.517947	0.216074	0.290813	0.276657	0.197085	-0.349003	0.230004	-0.079220	-0.037465	0.143420	0.167146	0.072616	-0.242835	-0.129976	-0.275659	-0.240866	0.116228	0.000000	-0.374411	-0.144329	0.102378	0.151649	-0.126182	-0.054891	0.058347
CAC1525	-0.018517	0.204115	0.153377	-0.393010	-1.044090	-0.635369	-0.796745	-0.485157	1.236038	0.462836	0.781710	0.022710	-1.047201	0.678563	1.479822	1.757027	2.057398	2.239284	0.180274	-0.109792	-0.120010	0.092738	1.497404	-1.032087	0.407197	2.850061	2.034606	0.562872	-0.042394	0.160327	2.078006	0.491240	1.477547	-0.353787	0.452571	-0.152141	0.212367	-2.050824	1.316741	-0.177504	-0.642410	-0.614759	0.660147	0.096758	-0.338429	0.842119	-0.518295	-0.187459	0.392578	-0.218266	-0.511071	-0.166879	-0.744906	0.456370	-0.488356	-0.264233	-1.028209	-0.040683	1.169177	0.822973	-0.652236	0.298099	2.326669	2.515958	1.891897	1.445942	0.773855	1.825547	1.833383	2.274348	0.977078	2.119318	1.982734	-1.038287	-0.364704	nan	0.812908	0.144804	-1.108436	-1.067459	-1.636559	-0.753053	-1.007915	-0.907239	-0.472604	-0.992667	-0.869327	0.317894	0.196840	0.377313	0.422330	-0.736182	0.112668	-0.494132	-0.462051	-0.109613	0.264376	-0.307553	-0.701303	0.018517	-0.425860	-0.181333	0.304905	0.232824	-0.769904	-0.459752	-0.539138	-0.155392	-0.764688	-0.302758	-0.496483
CAC1526	-1.035706	-0.932661	-0.070896	0.163313	-0.006228	-0.158738	0.416420	0.557778	-2.302410	-1.865579	-2.275049	-2.676496	-0.945313	-0.954282	-0.983167	-0.936959	-0.957145	-1.027330	-1.140583	-1.074288	-1.508085	-1.996888	0.690649	0.808956	0.314203	0.660081	0.720333	-0.166963	0.436261	0.431380	0.032254	0.378836	1.721524	1.509281	2.493017	4.309646	1.399769	1.971215	1.831878	-0.228355	0.914861	0.030649	-0.351739	1.382979	1.224243	0.086200	0.484525	-0.752520	0.022848	-1.488348	-0.951395	-0.604861	-0.799769	-0.441748	-0.675260	-1.272167	-1.481270	-0.834023	-0.905941	-1.272120	0.048198	-0.284292	-0.554015	0.390204	0.622447	-0.378345	0.210028	0.241523	0.445568	-0.358037	-0.049930	0.570978	0.826036	0.914985	-0.639719	-0.249104	1.350805	-0.013090	-0.750844	-0.705415	-0.435278	-0.209892	-0.273292	-0.224117	-0.124386	-0.945697	-0.974443	0.528327	0.586114	0.741147	0.654333	0.000000	0.617708	-0.151610	0.417609	0.425804	0.622112	0.547510	0.070850	0.294679	-0.169922	0.224277	0.400819	0.319426	-0.448816	-0.045886	0.390268	0.345954	0.233129	0.322992	0.503750
CAC1527	nan	-0.247530	0.864956	-0.685939	0.143894	-0.820113	0.085228	-0.917263	1.735366	-2.119207	1.236823	nan	1.533064	0.322226	-0.261820	-0.265382	-0.601674	-0.254408	-0.821292	-0.858270	-0.053080	-0.904618	1.177725	-0.497630	0.793315	3.041600	2.092007	0.744367	0.741913	0.361910	2.373225	2.195337	1.223755	0.280264	1.303142	1.553198	1.765246	0.056672	1.375410	1.375488	0.005654	-0.009545	0.654579	1.045049	1.315832	1.034698	0.086228	0.925971	0.281932	-0.354133	-0.485570	-0.848616	-0.774245	nan	-0.572784	-0.996503	-0.930586	-0.318234	nan	-0.947846	2.032486	-0.381129	-2.327391	1.271263	-0.669613	-1.705301	nan	0.332585	0.845861	nan	0.037083	-0.883912	-0.546291	-0.929608	-1.307445	-1.009115	2.545487	0.000000	-1.014029	-0.805830	-1.261196	-0.548424	-0.486737	-0.934618	-0.728600	-1.095591	-0.683323	0.322964	0.393396	0.761944	0.636936	-0.295085	0.528175	-0.258693	0.110867	0.989281	0.655299	0.268444	-0.042365	-0.128287	-0.559524	0.267841	0.412179	0.027919	0.117764	0.570776	-0.215276	-0.195926	-0.250067	-0.325676	-0.115943
CAC1528	1.204827	-0.946617	0.663583	0.575124	0.498161	-1.709882	0.258864	-1.052837	-0.005811	nan	-0.664996	nan	nan	-1.937321	-2.517977	-1.883739	0.616168	0.906190	nan	1.876472	2.074584	2.773479	-0.848771	nan	-0.059236	1.030114	1.719315	1.452979	0.411250	0.383515	0.372680	1.419275	nan	nan	nan	nan	nan	nan	nan	nan	1.006368	nan	nan	nan	nan	nan	nan	nan	0.066115	nan	nan	0.231769	-0.636179	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	3.082538	nan	nan	nan	0.000000	0.306345	nan	nan	nan	nan	nan	nan	nan	nan	nan	-1.334796	-0.413030	-0.575195	-0.252394	-0.279177	-0.375274	-0.583585	-0.164260	-0.180900	-0.035559	0.080751	0.246166	-0.300418	-0.400026	-0.036220	-1.076988	-0.141904	0.321763	-0.385584	-0.130724	-0.348766	-0.803844	-0.334047	0.246616	0.296702	-0.334687	-0.274509	0.084146	0.641447	0.486484	0.799866	0.119270	0.786312
CAC1529	0.107519	-0.383822	-0.601302	-0.865937	-1.914451	-1.938112	-2.177628	-2.135323	-0.157896	-0.700668	0.337022	-0.478476	-0.525591	-0.303401	-0.538736	-0.496108	-0.470172	-0.705149	-0.977076	-1.043403	-1.080602	-1.145869	0.171652	-0.304894	0.488043	-0.093508	-0.061903	0.306287	-1.319945	0.127287	0.757378	-0.052914	-0.006670	-0.358512	0.816179	-0.662337	-0.069601	-1.403171	-0.427964	0.698235	0.225908	1.253190	0.794064	1.088909	1.249231	1.437557	1.580466	1.576349	1.283943	1.170068	0.514349	0.810293	0.172379	0.686529	0.361249	0.000000	-0.871211	-0.276958	1.194898	-0.135942	0.864843	0.233306	0.659370	2.818381	1.483304	1.348719	0.245134	0.800211	1.551092	1.425672	0.103123	2.000875	0.240440	0.997818	0.120157	-0.809483	1.663758	-0.694472	-1.709559	-1.576891	-1.779491	-1.225449	-1.040079	-1.079799	-0.303913	-0.882052	-0.764654	0.276271	0.644016	0.945675	0.081830	-1.097030	-0.091309	2.200957	1.780148	1.956697	-0.077703	-0.146729	-0.740954	-0.382972	-0.967973	-0.615319	0.141196	-0.077132	-0.229779	0.691881	0.820381	0.791924	0.123715	0.273765	0.451162
