GENE	Log_Ratio_54_1	Log_Ratio_54_2	Log_Ratio_54_3	Log_Ratio_54_4	Log_Ratio_54_5	Log_Ratio_54_6	Log_Ratio_54_7	Log_Ratio_54_8	Log_Ratio_7311_1	Log_Ratio_7311_2	Log_Ratio_7311_3	Log_Ratio_7311_4	Log_Ratio_7311_5	Log_Ratio_7311_6	Log_Ratio_7311_7	Log_Ratio_7668_1	Log_Ratio_7668_2	Log_Ratio_7668_3	Log_Ratio_7668_4	Log_Ratio_7668_5	Log_Ratio_7668_6	Log_Ratio_7669_1	Log_Ratio_7669_2	Log_Ratio_7669_3	Log_Ratio_7669_4	Log_Ratio_7669_5	Log_Ratio_7669_6	Log_Ratio_7669_7	Log_Ratio_7669_8	Log_Ratio_7669_9	Log_Ratio_7669_10	Log_Ratio_7669_11	Log_Ratio_7669_12	Log_Ratio_7669_13	Log_Ratio_7669_14	Log_Ratio_7669_15	Log_Ratio_7669_16	Log_Ratio_7669_17	Log_Ratio_7669_18	Log_Ratio_7669_19	Log_Ratio_7669_20	Log_Ratio_7669_21	Log_Ratio_7669_22	Log_Ratio_7669_23	Log_Ratio_7669_24	Log_Ratio_7670_1	Log_Ratio_7670_2	Log_Ratio_7670_3	Log_Ratio_7670_4	Log_Ratio_7670_5	Log_Ratio_7670_6	Log_Ratio_7670_7	Log_Ratio_7670_8	Log_Ratio_7670_9	Log_Ratio_7670_10	Log_Ratio_7670_11	Log_Ratio_7670_12	Log_Ratio_7670_13	Log_Ratio_7670_14	Log_Ratio_7670_15	Log_Ratio_7670_16	Log_Ratio_7670_17	Log_Ratio_7670_18	Log_Ratio_7670_19	Log_Ratio_7670_20	Log_Ratio_7670_21	Log_Ratio_7670_22	Log_Ratio_7671_1	Log_Ratio_7671_2	Log_Ratio_7671_3	Log_Ratio_7672_1	Log_Ratio_7672_2	Log_Ratio_7672_3	Log_Ratio_7672_4	Log_Ratio_7672_5	Log_Ratio_7673_1	Log_Ratio_7673_2	Log_Ratio_7673_3	Log_Ratio_7673_4	Log_Ratio_7674_1	Log_Ratio_7674_2	Log_Ratio_7674_3	Log_Ratio_7674_4	Log_Ratio_7674_5	Log_Ratio_7674_6	Log_Ratio_7675_1	Log_Ratio_7675_2	Log_Ratio_7675_3	Log_Ratio_7675_4	Log_Ratio_7675_5	Log_Ratio_7675_6	Log_Ratio_7676_1	Log_Ratio_7676_2	Log_Ratio_7676_3	Log_Ratio_7676_4
Cj0937	-0.236092	-0.805259	0.131594	0.415839	-0.150615	-0.054284	0.039333	-0.306644	-0.798828	0.177051	-0.538459	0.172860	1.956104	1.585053	1.463011	-2.924000	2.108212	3.035392	-0.133459	0.736291	0.598671	0.913388	0.256723	-0.636581	0.000000	0.464175	0.694222	-0.307823	-0.690476	-0.360059	-0.642128	0.481820	0.234526	-0.367397	-0.819336	0.171069	-0.339090	1.570156	0.503475	-0.551603	-0.960260	-0.097279	-0.396303	0.235064	-0.072979	-0.607994	-0.855456	0.879351	-0.177999	-0.176536	0.022140	0.702366	0.418769	0.086303	-0.424292	0.644737	0.044607	0.097715	-0.244077	0.021461	-0.456853	0.379134	-0.222397	-0.037602	-0.399369	0.041255	-0.392231	0.359212	0.621558	0.585122	0.175209	0.450841	0.140200	-0.976711	0.780637	-1.838281	-0.064807	-0.100737	0.317158	2.259127	-2.965992	-0.722055	-1.407016	1.518544	0.407781	0.011351	-1.368359	2.662713	-0.640881	-0.955602	-2.385252	-1.664926	-0.866667	-0.588479	1.725846
Cj0938c	-0.897329	-0.958766	-0.177756	-0.124000	-0.771385	-0.329811	-0.687678	0.186254	-0.710286	-1.555512	0.336002	-0.012855	-0.025374	nan	nan	0.654323	-0.668318	1.065596	nan	-4.156848	1.151810	-0.117059	0.226074	0.128034	0.160964	0.565276	0.911889	-0.318673	-0.617367	-0.029753	0.351459	0.332299	0.127794	-0.271137	-0.213956	0.000273	-0.104695	0.379540	0.342456	-0.165578	-0.370723	-0.257117	-0.143991	-0.000273	0.181500	-0.769605	-0.254867	0.384417	0.329683	1.092000	0.097568	0.486080	-0.018187	0.122905	0.152509	-0.082168	-0.325016	-0.286210	0.139978	-0.158654	-0.084341	0.207428	0.461639	-0.015418	-0.294611	0.070233	-0.249560	0.079499	0.254832	0.219517	-0.201660	1.529202	-0.716749	2.217369	-0.434838	0.480452	0.981714	0.814368	0.309028	3.543809	1.448235	-1.743553	-0.341692	-0.389050	-2.530829	0.312985	0.706398	-0.408215	0.244644	-0.146877	0.008465	0.257251	1.337965	0.679547	-4.590604
Cj0939c	-0.033838	0.311592	0.321871	0.436495	0.278887	0.060540	0.293838	0.492873	-1.091559	-0.734662	-0.421069	0.157234	nan	-0.061832	-0.024123	2.010024	-0.097249	0.379211	0.067885	1.037882	0.562152	0.022910	-0.141819	0.004043	0.480693	-0.118447	0.005488	-0.200375	-0.387059	-0.229729	-0.381863	-0.145398	-0.004043	-0.771386	-0.868953	-0.069422	-0.317002	0.263749	-0.248704	0.497342	0.234097	-0.175137	-0.378318	-0.051609	-0.014016	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.593197	1.039841	0.377678	-2.146462	2.859651	3.114341	-2.056956	0.852238	0.147718	-0.630978	-0.227187	0.138304	0.185244	0.550866	2.747519	1.355844	-1.478963	-0.072919	0.743019	0.156454	-1.389930	0.026834	-0.930778	-0.887805	-0.524648	-1.645405	0.093396	-3.369104
Cj0940c	-0.005621	0.251391	-0.069874	0.144095	-0.016226	-0.453521	-0.469116	0.295682	-0.705803	-0.582409	-0.652375	0.028723	-2.135392	0.625335	-0.008888	1.042142	-0.922188	-2.281277	0.124937	-0.251795	1.312315	0.582729	0.364046	-0.053808	-0.062737	0.559635	0.725737	-0.152220	-0.393572	-0.115244	0.098646	0.286827	0.168350	-0.412348	-0.311307	0.158434	0.053098	-0.008594	0.341067	-0.199925	-0.737986	-0.044575	-0.069961	0.000000	0.046988	-0.054334	-0.015124	0.113891	-0.142638	-0.039128	-0.037290	0.203563	0.040951	0.319134	0.195742	0.188954	0.086905	0.070330	0.149775	-0.341379	-0.209381	0.039130	0.758551	-0.318205	-0.057495	-0.006825	-0.190455	0.116571	0.242551	0.010590	-0.969443	-0.550508	-1.135025	1.050500	-2.724137	-0.633675	-0.090364	0.124274	0.181961	3.393952	-2.206831	2.627445	-1.766167	2.651137	0.422837	0.633873	1.616251	0.227040	0.425095	-0.292030	3.714344	-2.589243	-0.762287	2.189376	0.351438
Cj0941c	-0.982307	-0.702416	-0.368547	0.018301	0.158247	-0.439519	-0.205611	0.170242	-0.313087	-1.730549	0.414278	-0.573403	0.160212	0.315315	0.068169	nan	-2.190133	0.042537	-0.190327	0.058860	-0.436610	-0.084114	-0.225990	-0.492005	-0.085484	-0.223732	-0.341478	0.160063	-0.221403	0.192905	0.800651	0.413321	0.899540	-0.772467	0.239463	0.499887	-0.547367	-0.246121	-0.364563	0.478115	1.528776	-0.780410	-0.614914	0.057689	-1.126622	-1.034648	-0.702114	0.116872	0.077074	0.030518	0.380581	0.787234	0.314729	-0.385362	-0.417146	0.149056	0.073474	-0.270287	-0.018301	0.392081	-0.655353	0.706122	-0.490219	0.033982	0.180842	-0.035229	-0.018808	0.110520	-1.509188	-2.252829	2.656268	1.368906	0.320259	3.816073	-0.208109	2.209443	-1.146646	0.750738	-0.050600	0.185466	-0.648355	-0.914077	-2.675063	-1.628945	0.744511	0.809765	0.355661	1.102908	1.815777	0.645248	-0.607907	0.832318	3.209711	-0.886586	-1.564742
Cj0942c	0.852742	-0.220013	-0.099032	0.146314	-0.596493	0.164081	-0.323228	0.472033	0.858030	0.488334	-0.005270	-0.245158	0.571027	-0.949519	-0.458906	0.196654	1.821860	1.738645	-0.261138	-4.274503	1.048943	0.130299	-0.240796	0.430559	0.760677	0.159317	0.354341	-0.068077	-0.765489	0.182017	-0.738482	-0.039632	-0.390172	-0.898341	-1.185251	0.000000	-0.438970	1.843416	0.316079	0.895241	0.988717	-0.504139	-0.684492	0.105114	0.335143	0.106871	-0.232103	0.505953	-0.126066	-0.126959	0.020205	0.038782	0.191941	-0.122885	-0.063644	0.041870	-0.332942	0.153551	-0.355178	1.091770	0.229318	0.823037	-0.063119	-0.023488	-0.594645	-0.314849	-0.345926	-0.203495	-1.615586	-1.995440	-1.216579	-0.636861	-1.575163	-0.901075	-0.926759	-1.164384	-0.133114	-0.958827	0.411046	1.041623	0.516222	3.500739	-2.261903	-1.378612	1.187758	0.242756	1.466732	0.620425	1.625713	-0.135153	1.245164	0.471456	0.827458	1.590091	1.698036
Cj0943	-1.506205	-0.441109	-0.516144	0.146552	-0.808315	-0.314281	0.183074	0.236196	0.457944	0.116685	0.355152	0.007203	0.456212	-0.526475	-0.147790	1.588349	-3.476100	-0.394332	0.548945	-3.696835	1.055675	0.104508	0.573073	0.202271	-0.468956	0.682593	0.587134	-0.273370	0.051337	-0.896458	-0.413659	0.202004	0.340139	-0.709851	0.065030	-0.554043	-0.027232	-0.048411	0.489657	-0.139270	-0.240781	0.077516	0.412393	-0.455621	-0.010960	-0.129801	0.168024	0.268490	0.558382	-0.455333	-0.249796	0.101012	0.256488	-0.184926	0.340914	-0.408207	0.241499	-0.269848	0.114694	0.000000	0.031160	-0.178490	0.044691	-0.387891	0.036731	-0.318250	0.007081	-0.080357	-0.013291	0.430086	0.182878	-3.573606	2.321060	0.477153	-0.885319	-1.273369	-0.354644	-0.281813	-1.584015	0.612224	-2.593691	-2.467952	-2.776245	2.137564	0.696460	0.348454	-0.165193	0.460243	-1.754178	-0.792744	0.669359	-0.439291	-0.736229	1.376419	0.531393
Cj0944c	-0.659361	-0.700775	-0.268145	0.078698	-1.470633	-0.764375	-0.952957	-0.089177	-0.882096	-0.109879	-0.562693	0.266090	-0.777332	-0.129116	0.050794	1.876439	1.972209	2.310725	0.095108	0.935310	0.947144	-0.032881	0.221069	0.218784	-0.102856	0.472074	0.361080	-0.705313	-0.224934	-0.592728	0.031870	0.362871	0.600804	-0.566500	-0.487593	-0.153154	0.011545	0.170270	0.599435	-0.668916	-0.509600	0.092956	0.062163	0.451488	-0.066049	-0.510560	-0.288236	0.021962	0.372813	0.525954	-0.150746	0.082050	-0.242844	0.162650	0.495813	-0.391610	-0.207762	0.022036	-0.076519	-0.327615	0.145901	0.005677	0.378973	-0.101539	0.000000	0.114023	-0.446691	-0.450205	-0.580467	-0.440526	-1.703218	-2.161554	-2.565311	1.802382	0.848532	-0.293818	-0.321559	0.190650	-1.493129	3.465690	-0.587745	-2.464764	-1.631586	-1.060933	1.627895	0.652920	0.295802	0.861541	0.837797	0.712162	1.108299	2.409172	-3.109744	1.357719	0.523126
Cj0945c	-0.188126	0.267891	0.362330	0.675371	0.265633	0.000000	0.454135	1.191964	-0.921555	-0.280551	-0.567602	0.065822	-1.053794	-0.343552	-0.203912	0.970504	0.766281	nan	-0.396952	nan	1.473482	0.297910	0.496546	0.245811	0.258593	0.046324	0.375490	-0.318567	-0.245734	-0.164164	0.507004	0.013054	0.029613	-0.236623	0.108454	-0.222224	-0.102672	0.249656	0.025391	-0.321312	-0.331468	-0.580370	-0.252999	-0.137746	-0.083104	-0.323252	0.192504	0.080063	0.333045	-0.366606	0.469072	-0.029726	-0.031077	0.102814	0.076556	-0.298730	-0.010684	0.299475	-0.006400	-0.658807	0.067148	-0.608713	0.155026	-0.338056	0.201529	0.090940	0.289328	-0.004508	1.236570	1.459287	0.510069	-2.120416	-3.247303	-0.129136	-0.088433	0.285292	5.711311	0.901659	-0.234167	0.405448	-1.802995	-0.036887	-0.872341	-0.155160	-0.133287	-2.111205	1.667470	-1.091693	-0.543883	0.298247	1.169652	-1.340470	-3.096983	0.454034	0.950315
Cj0946	0.407242	-0.328571	0.436348	-0.459803	0.085036	-0.032408	0.394476	0.315329	-0.132686	-0.851853	-0.088952	-0.007824	-0.914900	2.567797	0.717717	0.477556	0.096939	0.529816	0.254917	-6.210494	nan	0.297102	0.135899	0.140899	0.068386	0.429470	0.354153	-0.517290	-0.530461	-0.212121	-0.180267	0.113816	0.164518	-0.499318	-0.328374	0.179242	0.219538	0.251043	0.055823	-0.351538	-0.476914	0.007824	-0.314801	0.059176	0.266707	-0.168104	-0.166458	-0.252904	-0.674881	0.268854	0.377683	0.013119	-0.012200	0.157121	0.213199	0.022431	-0.239958	0.225398	0.074202	-0.155467	-0.076045	0.083709	0.341746	-0.337532	-0.305591	-0.060568	0.060380	0.550846	0.886993	1.089348	0.694599	-1.181911	-0.570328	-0.177697	-1.688187	1.176522	-0.082563	-0.446776	-1.191490	0.416591	-0.362365	-1.265991	-2.277461	1.059292	-0.604955	2.046784	-0.860790	2.129383	-3.020342	-0.124186	-0.128509	-0.180737	-1.542904	0.919151	-0.949431
Cj0947c	0.900086	0.945483	0.657445	1.261698	0.834338	0.347491	0.547865	0.901651	-0.177409	0.000000	-0.306102	0.096794	-0.465519	-0.389239	-0.221408	-1.937791	-1.184737	-2.422180	-0.078625	-1.900785	-1.598877	0.260233	0.346363	0.178606	-0.297272	0.664084	0.685223	-0.437981	0.010501	-0.814178	-0.362298	0.036923	0.101165	-0.699878	0.032826	-0.391172	-0.162760	0.003044	0.421348	-0.077543	0.008467	0.014260	0.386954	-0.046158	0.100891	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.111563	0.568291	-0.558236	-0.673822	-1.910428	-1.038586	0.105526	-0.594270	0.213537	-1.199780	-3.758080	-0.202932	1.359500	-1.850268	-0.140036	-1.437108	0.491399	0.428306	-2.087821	1.041738	-1.486118	0.881410	-1.051511	0.892085	0.090362	-1.928273	1.725439	1.350581
Cj0948c	0.288729	0.711196	0.368983	0.130493	0.109294	0.170620	0.248602	0.399267	-1.440376	-1.399843	-0.501705	0.172005	-1.427787	0.244371	-0.813003	0.283204	-1.429069	-1.285494	0.689157	-2.086339	-2.055812	0.034374	0.198368	0.215724	-0.474201	1.069690	0.567786	-0.625977	-0.563999	-0.595614	-0.222965	0.152596	0.283956	-0.587225	-0.273814	-0.293905	-0.090114	0.184225	0.434492	-0.528174	-0.262027	-0.083589	0.171453	-0.128624	0.115764	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.221001	0.511192	-0.558025	-0.806325	-3.477830	-0.023538	-1.112638	2.038318	2.293737	-1.177523	0.099762	-1.335672	1.089284	1.164917	-0.961922	0.982541	0.020694	-2.095061	0.843113	-1.543802	0.348606	-1.603515	0.031270	-0.228225	0.000000	-0.375020	1.145348	2.399535
Cj0949c	0.546052	0.845462	0.421843	0.787934	0.346664	0.213956	0.314631	0.744133	-0.688006	-0.778760	-0.929105	0.150910	-1.477238	-1.163590	-1.895823	-1.703639	-2.501389	-4.098249	-0.099450	-1.258198	-1.597603	0.256310	-0.123079	0.000000	-0.223577	0.226144	0.666035	0.224987	0.257742	-0.829377	-0.622478	-0.043210	0.154658	1.237430	0.492335	0.239181	0.136713	-0.305232	-0.353814	-0.441647	0.039583	0.947091	0.291189	-0.428631	-0.601493	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.251681	-0.033932	0.362742	0.450175	-0.637245	1.352008	-0.481686	0.345568	-0.776138	0.627276	-0.957328	-0.625998	-0.889434	1.029215	0.628136	-0.538352	-0.841833	-2.155172	0.548444	0.990842	-0.276873	0.138929	0.156629	0.933737	0.076331	0.598121	-3.528129	-0.249151
Cj0950c	0.079660	0.554278	0.003887	-0.215856	0.329024	0.514325	0.275983	-0.505862	0.640633	-0.284821	-0.035783	-0.209572	0.375479	-1.122628	-0.671815	-0.389238	-1.714765	-2.212472	0.059378	1.139782	0.744476	-0.441278	0.536158	0.542016	-0.210162	-0.767370	0.058121	-0.260413	0.251597	-0.462738	0.161731	-0.191421	0.824628	-0.189220	0.339798	-0.310107	0.355330	-1.260148	0.099873	-0.004695	0.693045	0.150099	1.283607	0.170847	0.228440	0.835167	1.227478	-0.371573	0.238174	-0.436955	-0.313613	-0.513692	0.318304	0.105698	0.858775	-0.363485	0.324362	0.021266	0.741666	-0.405201	0.175195	-1.502351	-0.775972	1.113635	0.987625	-0.900661	0.100751	-1.052093	-1.120763	0.106099	1.788214	-1.202564	0.167348	-1.686384	-1.229718	-0.531003	0.254931	-0.141569	0.241406	3.239744	-3.142681	-0.698790	0.000000	-4.011444	-0.130973	-0.656261	1.723627	-0.682025	1.226461	-0.826378	0.693428	-1.969309	-1.090089	-0.553705	-2.092929
Cj0951c	-0.320418	0.049346	-0.135207	0.245721	-0.108936	-0.388722	-0.257367	-0.030124	-1.582829	-1.572938	-0.673803	0.327537	-1.546641	0.058678	-0.836459	1.033195	2.122256	0.499004	-0.271626	nan	1.440590	0.148768	0.465100	0.268353	-0.002532	0.611160	0.602606	-0.459034	-0.197669	-0.454075	-0.136521	0.082570	0.428295	-0.490073	-0.522316	0.093948	0.145100	0.188536	0.427312	-0.505851	-0.463300	-0.093452	-0.094190	0.117926	0.109418	-0.326829	-0.049092	0.091376	0.239236	0.107170	-0.389575	-0.080371	-0.137766	0.170400	0.171347	-0.237224	-0.151502	0.002532	-0.067806	-0.424353	0.008695	-0.019932	0.411837	0.132557	0.476690	0.141375	0.178804	0.147712	-0.461458	-0.339874	-1.476996	-3.583664	0.402203	1.274317	3.563441	-1.002490	-0.276866	0.368886	-0.012167	-1.796622	0.063864	0.415297	2.571844	0.296365	-1.259235	-0.726149	1.984018	-0.352211	0.820178	0.059399	1.439145	-0.713783	-1.852618	0.444854	-4.235552
Cj0952c	0.152789	0.106454	0.220563	0.200507	0.158322	0.318073	0.349194	0.777965	-0.625177	-0.726172	-0.930115	0.082699	-1.943970	-1.946418	-2.102435	-4.122914	-2.339131	-0.929618	-0.197865	-0.758090	-0.352324	-0.097277	0.084337	0.183114	-0.048769	0.172846	0.263557	-0.044957	0.345877	-0.194554	-0.742285	-0.233764	0.216722	-0.368952	-0.406998	0.009511	1.176932	0.406682	0.275632	0.059026	0.141550	0.429324	-0.100859	-0.102767	0.749229	0.535393	-0.004465	-0.248834	-0.619987	0.336736	0.398923	-0.020606	0.089924	-0.049159	0.261332	0.004769	0.108835	-0.354073	0.000000	-0.042105	0.405767	-0.408681	0.278877	0.072653	0.936834	0.168510	0.141420	0.122634	0.165857	0.111533	-2.046543	-1.504687	-1.370717	-1.692171	-0.652859	-3.070711	-1.682641	-1.785463	-2.545439	1.721247	0.232577	1.321151	-0.517467	-2.003320	0.131546	0.715247	-1.113250	1.619476	-1.252109	0.857798	0.587402	-1.181065	-1.708879	-1.888492	-0.785191
Cj0953c	0.269466	0.380391	-1.197131	-0.840486	0.307377	0.169774	-1.185196	-0.676205	-0.575984	0.393430	-0.482093	0.709830	-1.347587	-0.070490	0.282617	-1.960407	-2.176992	-1.764224	0.052032	-0.395119	0.363338	0.385559	0.088830	-0.028499	-0.006571	0.193848	-0.258586	-0.291815	-0.883008	0.002238	0.016341	0.315130	0.000000	-0.815710	-0.421323	-0.173245	-0.742957	0.511210	0.220313	-0.251344	-1.440023	-0.314679	-0.385740	0.143562	-0.230479	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.320639	-0.400736	-1.147477	-2.544575	0.559945	1.675476	-0.158850	-1.254881	-0.484304	0.376739	-0.001128	0.990347	0.507042	-0.137515	1.321948	2.732802	1.319028	3.365117	0.221847	-1.504218	0.537632	0.735034	1.197641	-0.513633	0.807328	1.318045	1.638492	0.758626
Cj0954c	0.955224	0.209374	-0.066114	0.368248	0.439468	0.098239	0.077891	0.261027	-0.200595	0.695662	-0.498641	-0.760076	-1.043820	-0.555423	0.368892	-1.373268	-1.930897	-1.146974	0.530402	-0.286602	0.248200	-0.472467	-0.063343	-0.271563	-0.560626	0.328761	0.330658	0.342302	-0.246878	-0.828657	-0.572478	0.000000	-0.248157	1.114750	0.484023	-0.012085	-0.099668	-0.913395	-0.967552	-0.610399	0.032670	0.578829	-0.028524	-0.495123	-1.300430	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.437006	0.517179	-0.574133	-1.067739	1.118266	1.080768	1.871548	0.523675	1.076667	0.227398	1.066318	0.085730	1.124594	-1.607472	0.419935	-1.775795	-1.997030	0.374934	-0.751277	1.245222	-0.551623	0.285766	-0.315539	-0.212270	3.672562	3.491946	1.323083	-0.775461
Cj0955c	0.234196	0.735979	-0.023452	0.257618	0.272032	0.214376	0.038707	0.056725	0.379895	0.280826	-0.279434	-0.248945	0.238913	-0.201829	0.000000	-0.875462	-1.932768	-1.694221	-0.146010	0.049195	-0.249231	0.722329	0.312955	0.053630	0.539485	0.412648	0.196853	-0.311885	-0.965160	-0.245493	-0.391840	0.672878	-0.266553	-0.300723	-0.876215	0.398034	-0.184457	-0.383916	-0.409130	-0.018774	0.248316	-1.071869	-0.815978	0.206431	0.856154	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.679386	0.040868	-0.750209	-1.698727	0.376262	0.143680	-1.489106	0.456539	0.068217	-0.048175	-0.604456	1.782282	4.323070	0.039564	0.083608	-0.856187	2.111999	-0.020913	-0.163084	-2.733117	0.171416	-0.989124	-0.414443	-1.340122	-1.673502	1.256210	-2.306971	1.682759
Cj0956c	-0.412847	0.358233	0.068720	0.217299	0.233064	0.039100	0.189112	0.398364	0.000000	0.011792	-0.110716	0.011138	-0.276943	-0.294713	-0.293363	-0.346105	-1.775900	0.230697	0.087921	nan	nan	0.179351	0.330061	0.107462	-0.079575	0.339295	0.555816	-0.431075	-0.124920	-0.456504	-0.464967	-0.131086	0.110964	-0.034402	-0.161305	-0.046380	-0.285840	0.105403	0.097308	-0.484156	-0.076635	-0.202301	-0.053010	0.095101	0.157920	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	0.077862	0.594204	-0.031176	2.436872	-1.140414	-2.387289	0.829963	-1.868392	2.257202	-0.872327	1.767466	-0.454343	-1.186650	1.982069	-0.054069	1.130536	-1.564756	-0.115272	1.108388	-2.920462	0.912570	-1.859649	1.134960	-1.592628	-2.543942	0.247473	1.797984	0.975699
Cj0957c	1.043921	0.127253	0.009486	0.281940	0.795657	0.049590	0.129162	-0.096185	1.263872	0.422422	0.920426	0.568492	-2.007248	-0.647222	-0.510726	-3.100758	-0.298928	-0.501718	0.134185	0.071663	-0.053338	0.383514	0.622177	-0.042655	0.100629	0.407799	0.393514	-0.239088	-0.352314	-0.125209	0.211981	0.226985	-0.159763	-0.300442	0.000000	0.201670	-0.162469	-0.093111	-0.036604	0.002739	-0.488672	-0.380619	-0.305807	0.108020	-0.004332	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.052977	-0.064989	0.432858	0.960094	0.548934	0.192620	-0.334254	1.561623	-0.797227	-1.784765	0.028173	-0.389027	-0.339255	1.603535	-0.259352	-1.868857	-1.259352	5.405736	-0.176811	1.042061	0.162833	1.752455	-0.527582	1.050246	0.229953	-0.573558	-0.091851	-0.002957
Cj0958c	0.894226	0.721322	-0.008944	0.515193	0.658941	0.212102	0.118530	0.437895	1.133690	-0.427787	0.904816	-0.056988	-1.091924	-0.686723	-1.115229	1.280989	nan	0.300280	1.081702	1.107864	0.563003	-0.069185	0.173602	-0.109596	0.010307	0.060528	0.270415	-0.600382	-0.663732	-0.621649	0.307338	0.115615	-0.244328	-0.341395	0.592432	0.344113	-0.130217	0.211096	0.034860	-0.521680	-0.353323	-0.556740	-0.343441	-0.218164	0.648802	0.591358	-0.257027	-0.597385	0.697918	-0.158326	-0.348984	-0.333974	-0.276920	-0.152566	0.242303	0.116415	0.039200	-0.136462	0.044059	-0.047446	0.026281	-0.275419	-0.196507	-0.283572	-0.229700	-0.288704	-0.012206	-0.106532	0.008944	-0.540764	1.415895	1.030273	2.855285	-1.970166	-0.983172	2.636097	-0.899432	1.064091	-0.521580	1.588230	3.830167	3.207101	2.991846	-0.892010	-1.738651	-0.830280	1.290468	-0.146659	1.833957	-0.182237	0.505659	0.157456	2.694722	-0.897140	-0.036483
Cj0959c	0.341813	0.366293	0.349783	0.229089	0.542210	0.079930	0.196069	0.549042	0.852653	-0.348885	1.021877	0.570241	-1.399310	-0.172048	-0.915125	1.103665	0.382638	0.512063	0.236029	nan	-6.958742	-0.100137	0.157361	-0.636995	-0.067965	0.174500	0.275365	-0.311047	-0.064524	-0.353603	0.676976	0.464543	-0.083369	-0.070872	0.372290	0.402751	-0.069995	0.186485	0.282661	-0.040182	-0.272209	-0.240330	0.152668	-0.062191	0.025731	0.387039	0.311437	-0.024151	0.111187	0.971444	-0.125257	-0.186454	-0.143679	-0.122933	-0.127959	-0.069530	0.046124	-0.129513	0.135752	-0.259377	-0.080591	-0.181022	-0.048274	0.005338	-0.008436	-0.009780	0.280054	0.316390	-0.390189	-0.465720	0.891785	-1.804762	-0.216531	-0.240862	1.690487	-0.637462	-0.428417	-0.168167	-0.188847	0.857677	-0.090915	2.626171	0.029625	-3.085790	-0.997978	-0.443272	0.226351	-0.005338	1.239365	0.150422	0.944311	-1.284537	1.147383	0.332605	1.063225
Cj0960c	-0.775601	-0.402074	-0.601027	-0.733137	-0.302991	0.066604	-0.321864	-0.181103	1.190679	0.033989	0.944908	-0.127539	2.536414	0.340647	0.480900	1.279351	-1.018583	-3.518801	0.116059	0.451985	0.452092	-0.243066	-1.190868	-0.655807	-0.396371	-0.243197	-0.739540	0.364064	0.756233	-0.328569	0.952669	0.910098	0.714716	0.162248	0.878643	1.043124	0.296268	-1.320926	-1.540035	1.763126	1.393941	-0.423929	-0.621249	0.414087	0.011418	0.712443	2.064999	0.153968	-0.043508	-0.819190	-0.235415	-0.191817	0.173447	-0.457954	-1.207688	-0.315763	0.031343	-0.291847	-0.249493	0.124825	0.109118	0.313139	-0.648005	0.844961	1.861124	0.168844	-0.303543	0.239617	-0.815930	-1.199040	-0.768557	-1.922354	-0.080481	-0.525462	-0.183217	0.240202	-1.629257	-1.541623	-1.126950	1.502306	1.673762	1.113712	1.314898	2.561137	-0.413200	1.205892	-1.155244	0.675985	1.534637	1.902109	0.478190	-0.301137	0.000000	-0.405168	-0.542025
Cj0961c	0.614776	-0.066453	-0.224261	-0.299259	-0.111765	-0.178169	-0.254729	0.071042	-0.409317	-1.325509	0.645663	-0.362551	-0.848660	-1.360852	-1.080639	2.706042	1.143127	1.034695	0.069550	1.271299	1.241640	-0.039306	-0.162591	-0.444444	-1.319244	-2.188905	-1.567143	-0.321721	0.852430	-0.461624	0.572210	1.229234	1.416094	-0.301660	0.926484	0.932503	0.919179	1.119045	0.925195	0.014952	0.771267	0.535343	1.694731	0.798219	1.110857	-0.820187	-0.118202	-1.157958	-1.060433	-0.373711	-0.221232	0.384422	-0.227789	0.516834	0.648017	0.442490	0.930051	0.814250	1.092212	-0.103759	0.340534	-0.014952	0.585216	0.866984	1.142068	1.328950	1.433045	nan	nan	nan	-2.056722	-2.025567	-1.352681	-0.816364	0.678501	-1.035818	-0.071705	0.611528	-0.708750	-0.726238	2.732463	-0.152979	0.621163	1.151465	-0.587461	-0.676468	1.502265	-0.192053	-0.423393	-0.241633	1.179203	-1.523910	1.434784	-1.080587	1.413374
