GENE	Log_Ratio_7440_1	Log_Ratio_7440_2	Log_Ratio_7440_3	Log_Ratio_7440_4	Log_Ratio_7440_5	Log_Ratio_7440_6	Log_Ratio_7440_7	Log_Ratio_7440_8	Log_Ratio_7440_9	Log_Ratio_7440_10	Log_Ratio_7440_11	Log_Ratio_7440_12	Log_Ratio_7441_1	Log_Ratio_7441_2	Log_Ratio_7441_3	Log_Ratio_7441_4	Log_Ratio_7441_5	Log_Ratio_7916_1	Log_Ratio_7916_2	Log_Ratio_7917_1	Log_Ratio_7917_2	Log_Ratio_7917_3	Log_Ratio_7917_4	Log_Ratio_7917_5	Log_Ratio_7917_6	Log_Ratio_7918_1	Log_Ratio_7918_2	Log_Ratio_7918_3	Log_Ratio_7918_4	Log_Ratio_7918_5	Log_Ratio_7918_6	Log_Ratio_7920_1	Log_Ratio_7920_2	Log_Ratio_7920_3	Log_Ratio_7920_4	Log_Ratio_7920_5	Log_Ratio_7920_6	Log_Ratio_7921_1	Log_Ratio_7921_2	Log_Ratio_7921_3	Log_Ratio_7921_4	Log_Ratio_7921_5	Log_Ratio_7921_6	Log_Ratio_7923_1	Log_Ratio_7923_2	Log_Ratio_7923_3	Log_Ratio_7923_4	Log_Ratio_7923_5	Log_Ratio_7923_6	Log_Ratio_7924_1	Log_Ratio_7925_1	Log_Ratio_7926_1	Log_Ratio_7926_2	Log_Ratio_7926_3	Log_Ratio_7926_4	Log_Ratio_7926_5	Log_Ratio_7926_6	Log_Ratio_7927_1	Log_Ratio_7927_2	Log_Ratio_7927_3	Log_Ratio_7927_4	Log_Ratio_7927_5	Log_Ratio_7927_6
GSU0037	-1.374698	-1.398223	-1.343931	-0.800463	-0.613719	-0.893400	0.989292	0.674433	0.671894	-1.789782	-1.854583	-0.912438	-0.155354	-1.977330	-1.233012	0.096781	-0.333430	0.149075	-1.590012	-0.777418	-0.845210	-0.373464	-0.744809	-0.720101	-0.972148	-1.353763	-1.546566	-2.072081	-0.821633	-1.738953	-0.870511	0.903969	0.943057	2.408875	1.081481	-0.051061	0.055844	0.732527	0.747959	0.182820	0.323911	0.193322	0.218143	0.000000	0.009141	-0.085184	-0.110355	0.130949	0.241327	1.341846	0.731770	-0.956236	-0.661274	0.609576	0.853354	1.206441	1.085056	1.026024	0.687669	0.742167	1.038658	0.825402	0.780993
GSU0038	-0.656590	-0.433155	-0.358022	0.565314	0.460239	0.443618	0.335561	-0.043602	0.000000	-1.643203	-1.249099	-0.314181	0.335752	-2.504421	-0.405128	0.950658	0.417681	-0.535392	0.053205	-1.438818	-1.394396	-1.492639	-1.236986	-1.727954	-1.685226	-0.621134	-0.763585	-0.219839	-0.672938	-0.260080	-0.190948	1.544082	1.585036	2.311324	1.474281	0.704314	0.907093	0.830616	0.932949	0.589062	0.505282	0.721755	0.747721	0.387958	0.278963	0.226211	0.423384	0.186149	0.406491	-0.110803	0.787075	-0.512006	-0.699228	0.756620	0.822740	0.999608	0.703163	-1.209073	-1.491382	-1.230048	-1.661928	-1.400591	-1.452096
GSU0039	0.642396	0.400962	0.379692	-0.798393	-0.039312	-0.924898	1.097329	0.598568	0.020981	-0.914878	-0.581515	0.696492	0.073218	-3.299577	-0.417010	2.456340	1.427610	-0.949360	1.045596	0.585967	0.573021	0.112652	-0.273535	1.499448	1.448268	-1.853540	-1.556682	-2.834132	-2.879038	-0.486233	-0.566061	-1.106079	-0.954948	0.156466	-0.188307	-1.149704	-0.570914	0.070336	-0.084357	0.227848	0.000000	-0.535203	0.048978	0.264239	0.377086	0.099346	-0.158953	0.122680	0.546300	0.799705	0.469116	-0.912076	-0.141325	-0.316990	-0.369673	-0.069525	-0.618614	-0.049315	0.172554	-0.569259	0.105480	1.087572	0.225504
GSU0040	-0.584654	0.456606	0.541187	-1.203609	-1.304223	-1.064947	2.607472	2.363734	3.335831	-1.664103	-1.377595	-1.672759	-0.064952	0.076374	-0.108681	-0.411612	0.689265	-0.740095	0.812251	0.981827	0.866333	0.902185	0.648356	0.637680	0.624257	0.216477	0.499992	-0.374930	-0.244078	0.374920	0.130899	0.821421	0.560858	1.435944	1.173143	0.594073	0.698656	0.053000	0.000000	-0.387398	-0.667191	-0.595136	-0.553447	-1.401390	-1.141545	-1.189360	-1.551196	-1.216142	-1.434255	-0.332086	0.593583	0.890063	0.145218	0.158417	0.469980	-0.072343	0.272102	-0.251139	-0.465876	-0.216805	-0.650172	-0.100361	-0.363462
GSU0041	-1.686412	-1.686308	-1.723818	-2.019506	-1.763758	-1.844623	3.292598	3.615472	3.686589	-0.135966	-0.321670	0.000000	-0.604520	-0.322653	-0.062568	0.480549	0.264441	-0.175564	0.077664	-0.109696	0.153761	-0.221874	0.053566	0.354145	0.165625	-0.533940	-0.293020	-0.430629	-0.640414	-0.774408	-0.460184	0.695986	0.752388	0.176477	0.287863	0.292914	0.159526	0.140618	0.278456	0.028502	-0.085682	0.008911	-0.104313	-0.184512	-0.035478	-0.149843	-0.133492	-0.085879	-0.079967	-0.225136	-0.127466	0.144110	0.473111	0.361526	0.061195	0.511622	0.101490	0.083243	0.038445	-0.003301	0.145129	0.253580	0.018872
GSU0042	-1.093384	-1.122423	-1.110313	-1.522674	-1.461482	-1.726127	3.138960	3.536705	3.438855	-0.997425	-0.665450	-0.505224	-0.415210	-0.195555	0.000000	0.352535	0.220736	-0.420055	0.405057	-0.574035	-0.499828	-0.877401	-0.455635	-0.395637	-0.217848	-1.314092	-1.298072	-1.327921	-1.261825	-1.553132	-0.965178	0.436126	0.522643	0.166180	0.440107	0.308783	0.468041	0.345629	0.288206	0.290142	0.222726	0.213295	0.293552	-0.395074	-0.553745	-0.108002	-0.252372	-0.191787	-0.186048	0.019676	0.258494	0.408331	0.524783	0.223291	0.423779	0.198527	0.116979	0.232935	0.039688	0.070822	-0.056137	0.159950	0.029356
GSU0043	-1.374495	-0.827441	-0.849383	-1.376669	-1.313849	-1.339667	3.412573	3.409105	3.620727	-0.789601	-0.677769	-0.809776	-0.404045	0.249221	0.131856	0.266501	0.208033	0.014649	0.165977	0.785167	0.464937	0.976289	0.141353	-1.257930	0.231299	1.640806	1.860936	-0.434020	-0.343267	-0.095780	-0.559622	0.383485	-0.170105	1.217099	0.384176	0.188167	0.358721	-0.103849	-0.442513	-0.424736	0.217533	-0.554457	-0.612179	-0.491066	0.191629	0.650704	-0.186207	0.224500	-0.535078	0.007604	0.132559	-0.333869	-0.098328	0.093402	-0.677176	0.307430	0.000000	0.089062	-0.116951	0.149226	-0.134366	-0.044344	-0.026646
GSU0044	0.071869	0.326451	0.289512	0.776965	1.119516	0.793823	0.490958	0.516647	0.574754	0.318815	0.248497	0.018797	0.780119	2.500712	-0.555870	-0.133705	-0.280177	-0.495667	1.420102	-0.549241	-1.251153	-0.114488	-0.365577	0.027366	-0.047868	-0.455562	-1.397736	-0.709336	-0.108823	0.868854	-0.673129	0.057891	-1.199257	0.140160	-1.303082	1.154122	-0.668693	0.528394	0.000000	0.794765	-0.297449	1.208759	0.914368	-2.729423	-2.111189	2.089246	-1.047087	-0.723408	-2.284049	0.272894	-0.851079	0.787682	-1.558816	-0.433765	0.017684	-2.385110	-1.266404	0.637980	0.294739	0.092594	-0.429489	-0.516722	-0.041692
GSU0045	-0.039142	0.332106	0.341638	0.100053	1.203079	1.398352	0.816569	0.215657	0.520863	0.270229	0.335875	0.289631	-1.176570	-0.655544	0.000000	2.388179	1.854313	-0.125830	1.089982	2.588094	2.579775	1.596392	2.397112	1.315796	1.122887	0.887263	0.418192	1.796640	1.105401	1.101478	0.212900	-0.888113	-1.053868	-1.232483	-1.657007	-1.220601	-0.978192	-0.504536	-0.260773	-0.457718	-0.499301	-0.324577	-0.315305	0.122464	0.206182	0.469512	-0.467412	-0.129820	0.088013	-0.681849	-0.336209	-0.529987	0.082611	-0.594906	-0.888270	-0.244307	-0.570700	-0.575227	-0.464344	-0.653705	-0.677463	-0.595042	-0.886650
GSU0046	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	-0.707107	0.707107	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan
GSU0048	-0.198269	-0.758657	-0.522442	-0.008777	0.280849	0.061890	1.338372	1.359245	1.049130	-1.021952	-0.626856	-1.677242	-0.297355	0.976917	-0.706547	-0.115602	-0.159375	-1.227129	1.106345	1.707957	1.982276	0.672127	1.236953	0.390276	-0.191942	-1.374187	-1.048366	-0.180091	-0.313410	-2.159028	-1.657730	-0.730451	-0.641466	-1.942025	-0.449917	-0.830522	-0.288942	0.774506	0.972033	0.872331	1.062031	0.351138	0.330280	-1.320333	-1.333512	-2.051998	-0.815027	-1.832418	-2.065670	0.364963	0.370385	0.499883	1.226677	0.527694	0.039862	0.991391	0.064149	0.269488	0.309262	0.034628	0.000000	0.262306	0.168453
GSU0049	-1.192461	-1.004166	-0.930294	0.978709	1.481636	1.408470	0.144208	-0.058527	-0.378127	-1.385209	-0.518956	-1.475675	-0.737073	-0.859762	-0.584615	0.946361	0.014093	-1.188269	0.699869	0.632237	0.395229	-0.259900	1.123354	0.192838	0.376865	1.314386	2.327724	-0.879044	-0.980087	-2.972772	-1.992562	0.307600	-0.455384	0.429589	-0.840646	2.508704	0.023166	-0.247105	0.112168	1.862697	-0.192926	0.802072	-0.401580	-1.679169	1.189192	0.432543	0.450381	0.122942	-0.002730	-0.013699	-0.358263	1.039618	0.055419	1.125499	0.104604	0.312561	-0.294419	-0.063928	0.000000	0.013127	-0.595993	-1.094952	-0.367920
GSU0050	-0.848271	-0.664099	-0.736562	-2.205925	-1.785032	-1.980729	3.756333	3.428400	3.500894	-0.100727	-0.599611	-0.124548	-0.312757	-0.818495	-0.208755	1.726544	0.296847	-0.271411	0.544762	0.285664	0.300293	0.315748	0.292535	0.695354	0.545598	0.103356	0.320156	0.126987	0.000000	0.148246	0.362889	-1.163880	0.183384	-0.191684	-0.036851	0.034438	-0.182284	-0.388077	-0.420466	0.016768	0.144193	-0.166163	-0.192742	-0.404669	-0.260893	-0.283193	-0.197011	-0.454060	-0.536252	0.173501	-0.061707	-0.455749	0.206550	0.103204	0.217087	-0.059095	-0.547618	0.136253	0.257205	0.241209	0.246196	0.803622	0.296708
GSU0051	-0.655511	-0.613471	-0.584503	-1.518906	-1.168675	-1.232973	3.508099	3.386802	3.166568	0.057624	0.029010	-0.138072	-0.045447	0.489703	0.258439	0.839349	0.222959	0.140450	0.565551	0.842595	1.024238	0.861342	1.178860	1.349737	1.057842	0.713298	0.652315	1.178667	1.112456	0.668415	0.912536	-1.044925	-1.141109	-0.539590	-1.201815	-0.032101	-0.607224	-0.709611	-0.093003	-0.508061	-0.019025	-0.234473	-0.446256	0.549067	0.597537	0.193672	0.621565	0.246179	0.544164	-0.575966	-0.739983	-0.925533	0.222775	-0.692940	0.004966	0.000000	-0.693152	-0.045063	-0.391309	-0.304638	-0.385196	-0.094396	-0.287879
GSU0052	-0.659437	-0.615541	-0.621098	-1.256720	-0.702851	-0.725722	3.991712	3.643462	3.369467	-0.604077	-0.080711	-0.079312	-0.510315	-0.524440	0.562722	2.018543	0.811483	-0.169813	1.113009	-0.183521	-0.167557	-0.651642	-0.478716	-0.209314	-0.309695	0.350094	0.438995	-0.176545	-0.047912	-0.706418	-0.595937	-0.110227	0.078076	-0.120009	-0.189057	0.000000	0.043337	0.156685	-0.033564	0.036926	-0.093117	0.199462	0.184257	1.252108	2.123469	0.390531	2.036923	0.452671	0.683791	0.256358	-0.241474	0.150156	0.037032	0.021616	-0.030798	-0.087117	-0.076036	0.035714	0.227806	0.087846	0.236386	0.376826	0.225708
GSU0053	-1.193573	-1.259554	-1.215128	-1.486506	-0.607451	-0.869902	3.054790	3.008206	2.931802	-0.381828	-0.168786	-0.325902	-1.029592	-0.553168	0.100137	1.374736	0.727120	-0.191638	0.439330	-1.184095	-0.966395	-0.970622	-0.628462	-0.696776	-0.091230	1.592411	1.410810	1.593683	1.244247	1.031329	0.816805	-1.330359	-1.016634	0.193917	0.037527	0.620787	-0.108396	-0.149734	0.000000	-0.255010	-0.294936	0.566146	0.435183	-0.617948	-0.293132	-0.528320	-0.498900	-0.644109	-0.920462	0.375551	0.142672	0.319836	0.783374	0.177314	0.026532	0.822009	-0.000690	0.221525	0.329325	0.273605	0.702160	0.435296	0.484221
GSU0054	-1.549670	-1.325059	-1.344362	-1.607487	-0.773799	-1.016063	4.025006	3.607161	3.648249	-0.036329	0.173960	-0.840215	-1.015183	0.963046	0.530288	0.442230	0.313541	-0.060285	0.553854	-0.837678	-0.900352	-0.150573	-0.570065	-0.550495	-0.620048	0.592802	0.491448	-0.520249	-0.245856	-0.638872	-0.593709	-0.034954	-0.184331	-0.300702	0.017253	0.004296	0.104203	0.114831	-0.016510	0.000000	-0.175454	0.059415	-0.123438	0.639675	0.277672	-0.369104	0.336902	0.054362	0.078644	-0.300475	0.303492	0.412780	-0.338860	0.052935	0.112767	-0.156395	0.038804	-0.115014	0.072882	0.064158	0.084027	0.037672	0.128482
GSU0055	0.443773	2.364326	2.231288	1.132696	1.161389	1.902901	0.508333	-0.956547	-0.147290	-1.339537	-1.758219	-2.263410	0.754032	-1.872532	0.955700	0.831474	0.697867	-0.082999	0.629616	0.834957	0.566998	0.895325	0.765665	0.228082	-0.058391	1.590746	2.064786	1.130826	1.268909	0.546318	0.268711	-1.337640	-1.260709	-0.010856	-0.633229	-0.450860	-0.275403	0.000000	-0.384400	-0.311784	0.030662	-0.546955	-0.887871	0.629086	0.880209	1.036582	0.949150	0.840033	0.762060	-0.292881	-0.643827	-0.718783	0.075481	-0.604205	-1.256888	-0.125671	-0.659039	-1.248233	-0.601096	-0.272716	-0.181705	-0.039167	-0.506036
GSU0056	0.218323	1.312825	1.122560	-0.590589	2.163576	1.751278	2.114160	0.253398	-0.515008	-0.651472	-2.385299	-1.222086	1.032312	0.543227	-0.211906	1.097286	-0.972719	-0.256012	0.851290	0.107799	1.338954	0.177224	0.137222	-1.303811	-0.301898	0.997409	1.017186	-0.436046	-0.924677	-1.075041	-0.474222	-1.089425	0.874825	-1.639489	-1.511497	-0.262759	0.053928	-0.685490	0.470270	-0.393721	-0.818490	-0.723460	-1.316425	-0.860994	0.785813	0.978912	1.686041	1.586601	2.572015	-0.054564	-0.203669	0.071797	-0.042172	0.073420	-0.097544	0.635650	-0.024905	-0.104530	0.124387	0.082945	0.319267	0.000000	-0.826328
GSU0057	-0.687050	-0.733004	-0.792470	-1.056779	-0.885910	-0.730809	3.156739	3.224160	3.241777	0.293983	-0.133906	-0.204008	0.114618	1.118067	0.379177	0.351534	-0.008099	0.071193	0.710926	0.144903	0.115535	-0.334259	0.074846	0.272964	0.520890	-1.975908	-1.777573	-1.767552	-2.048760	-1.692255	-1.348033	-0.301650	-0.931854	0.393435	0.000000	0.484367	-0.069301	-0.670231	0.547306	-0.304677	0.476942	-0.301819	-0.219092	0.510632	-0.102115	-0.457384	0.172817	0.233328	-0.742003	0.177573	0.201416	0.049728	-0.089726	-0.135377	-0.080879	0.704885	-0.075408	-0.090008	0.267234	0.216155	0.207799	0.897742	0.255851
GSU0058	-1.329504	-1.300415	-1.188375	-1.018020	-0.707830	-0.872881	3.424299	2.962401	3.306869	-0.414981	-0.191895	-0.431024	-0.540139	0.311714	-0.019514	1.078440	0.102261	0.062346	0.310759	1.400636	1.398586	1.099300	0.341662	1.164844	0.941361	-0.865456	-0.694976	-0.778335	-0.788817	-0.803338	-0.346465	-0.289081	-1.256113	-0.766206	-0.629780	-0.999254	-0.527954	-0.005118	0.916386	0.421764	0.289845	-0.805004	-0.758066	-1.097092	-0.133669	0.823550	-0.286481	0.675028	0.389486	-0.957974	-0.385742	0.256514	0.547175	0.183681	0.170312	0.282423	0.105028	0.325329	0.000000	0.029411	0.367395	0.218163	0.224071
GSU0059	-0.658481	0.254071	0.046150	0.249501	1.034350	0.679330	0.583535	0.226832	0.362617	0.333160	0.140519	-0.012051	1.033474	2.037080	-0.738808	-0.442204	-0.539730	-0.487618	1.027540	-0.585538	-0.532486	-0.792447	-0.982567	-0.911753	-1.154409	2.934096	3.134498	0.515898	0.630956	0.000000	0.238416	-0.608324	-0.206612	-1.387918	-0.959280	0.142930	0.108472	0.212530	0.116720	0.155834	0.179746	0.156876	-0.009888	-3.454805	-1.758164	-1.713844	-1.221958	-1.791478	-0.879936	-0.499336	0.443208	0.618787	-0.046532	0.259675	0.183877	-0.649827	0.060368	0.059766	-0.247553	-0.225480	-0.412695	-0.098385	-0.538892
GSU0060	-0.334324	0.000000	0.092142	0.358492	0.611264	-0.021445	0.660087	1.017483	1.456563	0.048903	0.204531	-0.280166	0.200416	0.753576	-0.291720	0.850734	0.075964	-0.593598	1.229186	1.362671	0.974890	2.291793	1.766876	2.434429	2.218599	2.035494	1.960947	1.329513	1.396532	2.952777	2.601972	-1.259848	-1.219903	-1.160648	-0.796269	-0.870369	-0.456993	-0.189720	-0.249997	-0.138344	-0.251030	-0.214321	-0.409095	-0.878340	0.335657	0.341820	0.338990	0.347632	0.338765	-0.289521	-0.079079	-0.044625	-0.230403	-0.678258	-0.460471	-0.929354	-0.438392	0.040830	-0.206937	-0.254181	-0.199812	-0.627511	-0.434893
GSU0061	-0.914503	0.268824	0.392450	-0.498623	-0.164414	-0.583433	0.513876	0.265028	0.823759	-2.020141	-1.232230	-2.294457	0.013502	-0.266983	1.423876	-1.974483	-1.464189	-0.774831	-0.132480	1.641911	1.308284	0.396783	1.893341	0.059391	-0.531748	-1.534905	0.190363	0.884294	0.385886	3.771592	-0.222345	0.323211	1.635839	0.418831	-0.141810	0.979855	-0.761194	-0.325446	0.018609	-0.067955	0.062734	0.000000	0.950157	-1.067934	0.222626	1.069642	-0.688281	0.526032	0.631192	-0.876248	0.112673	-0.104327	-1.264298	0.168454	-0.640107	-0.826676	-0.832329	0.128078	-0.341480	-0.257592	0.051992	-0.213343	-0.496522
GSU0062	-0.951509	0.147321	0.060686	-0.332822	0.365166	0.237461	0.559494	0.158854	0.199359	-1.044728	-0.008662	-1.092364	0.061541	0.820395	0.346195	-1.038352	-0.898839	-0.616520	0.332895	0.660100	0.556983	1.217404	0.900147	0.024171	0.763111	0.748940	0.078860	-0.102540	-0.423822	0.000000	-0.930079	-4.927980	-2.362596	0.845886	-1.191022	0.857371	-0.546545	-0.300892	0.018514	-1.540599	0.245999	-1.328460	-1.729427	0.423349	1.452932	0.723192	0.308454	0.660642	0.596717	-0.592673	-0.095573	-0.714201	-0.381782	-0.918423	-1.686867	-0.490565	-0.706219	-1.082314	-0.543685	0.159507	-0.444011	1.150479	-0.510431
GSU0063	-0.194626	0.957510	0.889444	-0.102833	0.019650	0.637369	1.652248	1.333314	1.737396	0.498306	-0.583291	0.314611	1.402965	2.319415	-0.135717	-0.199366	-0.404338	-0.187693	1.380876	-1.270639	-1.162369	-1.608892	-1.076649	-0.992028	-1.645607	0.182408	0.694760	0.000000	0.203791	-0.079237	0.291522	-0.877131	-0.597790	-1.450155	-0.853384	-0.164195	-0.241489	-0.222633	0.056603	-0.161584	0.165495	-0.183965	-0.024742	-0.618649	0.436853	3.212292	0.216483	2.741414	2.451906	0.062785	0.119957	0.193681	0.910941	0.098343	0.179818	0.525357	0.271468	-0.443628	-0.411492	-0.487430	-0.505028	-0.911126	-0.625041
GSU0064	0.334829	0.454856	0.275646	0.511304	0.524460	0.755642	0.302347	0.116480	0.361114	0.991936	0.280489	0.551542	2.107879	2.270704	-0.909562	-0.328555	-0.865196	-0.513621	1.423728	-0.969402	-0.976889	1.932729	0.894227	0.580463	0.342766	-2.733583	-1.110248	-1.882331	-0.697441	-0.292299	0.000000	0.181677	0.512814	-0.511717	-1.238616	1.769355	-0.317462	0.342984	0.411274	0.414624	0.491122	-0.417915	-0.055007	-2.674738	-1.826799	-1.097398	-1.503120	-0.917372	-1.288321	0.361643	-0.249532	0.483703	0.104098	-0.649464	-0.718242	0.900765	-1.017471	0.063059	-0.115678	-0.066915	-0.253028	-0.374928	-0.150169
GSU0065	-2.489429	0.058655	0.173239	-0.379978	-0.501950	-0.863061	2.986783	2.410140	2.492136	-0.743795	-0.770955	0.692688	1.337436	-1.164994	-0.837365	1.250653	0.691131	1.408041	-0.897295	0.348493	0.427775	-0.082221	0.000000	0.576169	0.475027	1.112426	0.936792	-0.038106	0.174724	1.179060	0.772228	-0.884917	-0.203099	-0.862105	-0.975253	-1.551174	-1.056235	0.279933	-0.491485	0.419997	-0.024678	0.776387	1.012471	0.384993	-0.163644	0.486949	0.453994	0.513554	0.513597	-0.653669	-0.190498	-0.982536	-0.793224	-1.670477	-1.461220	-0.536754	-1.133931	0.053054	-0.098016	-0.571124	0.214289	0.275111	-0.298039
GSU0066	0.440600	-1.251983	-1.254089	-1.176469	-0.722592	-0.777333	3.971956	3.860789	3.270375	-1.369122	-1.124500	-2.155670	0.389171	-0.702473	0.138092	0.663483	0.225038	0.362218	-0.076893	0.735271	0.714250	0.234068	0.410216	0.187636	0.222450	0.088618	0.231173	0.304577	0.374072	-0.088983	-0.619438	-0.843484	-0.523425	-0.832360	-0.455934	-0.358316	-0.174742	-0.098975	-0.137450	-0.169256	-0.140866	-0.253416	-0.251314	0.286784	0.365638	0.313511	0.678972	0.850304	0.205437	-0.026423	0.020549	0.109001	0.174074	-0.125014	-0.021353	-0.173891	-0.113274	0.077971	0.000000	0.077574	-0.001279	-0.024449	0.035886
GSU0067	0.911138	-0.630499	-0.666981	-1.442408	-1.258197	-1.200556	4.001160	3.811865	3.422806	-1.484398	-1.420012	-2.144983	0.276053	0.223854	0.295554	0.116272	-0.120515	0.403096	-0.086609	0.204975	0.344730	0.051505	0.217685	-0.069686	-0.062798	0.555986	0.649808	0.004009	0.184413	-0.199742	-0.140239	0.774519	-0.148531	-0.005626	0.000000	-0.225602	-0.114248	0.065018	-0.054386	0.802755	0.667348	0.093670	-0.068285	0.081458	-0.220048	-0.192725	0.367242	-0.357218	-0.229665	-0.213761	-0.143142	0.394606	0.394567	0.198360	0.097377	0.285370	0.026526	-0.258934	-0.052479	0.100164	-0.040959	-0.687471	-0.046494
GSU0068	0.890989	-0.500726	-0.528166	-1.107284	-0.960335	-0.827646	4.044326	4.155155	3.592591	-1.395488	-1.094926	-1.763600	-0.140201	0.848783	0.307198	0.330185	0.531077	0.232778	0.518039	-0.189677	-0.092856	-0.217496	-0.393318	-0.139554	0.149117	-0.014318	0.268598	0.314198	0.596894	-0.308285	-0.103500	-0.324464	-0.267620	-0.461268	-0.491173	-0.016076	1.214294	-0.305957	-0.177408	0.209449	0.017953	0.052812	0.074916	-0.334869	0.578324	0.397800	0.228732	0.266831	-0.329931	0.022397	0.050035	0.320185	-0.089093	0.070881	-0.058567	-0.409740	0.060133	0.108654	0.080561	-0.054652	0.000000	-0.113420	0.190385
GSU0069	0.479650	-1.072400	-1.141699	-1.200548	-1.124917	-1.095186	3.695204	3.892901	3.072254	-1.842705	-1.481741	-2.182282	-0.491417	0.180002	-0.083476	0.248159	0.146131	0.050516	-0.050757	0.092268	0.229228	0.077550	0.153801	-0.309972	-0.161947	0.073762	0.101397	-0.503668	-0.519824	-0.557397	-0.433452	0.008618	0.044925	-0.270736	-0.047916	0.065296	0.280387	0.274384	0.237494	0.150156	0.369267	-0.004132	0.118517	-0.625102	-0.867889	-0.887466	-0.956730	-0.363560	-0.810415	-0.074522	0.000000	0.573861	0.588328	0.046154	0.678778	0.063770	0.250498	0.034670	-0.011532	-0.007964	0.048218	-0.123398	-0.015792
GSU0070	1.497521	-0.168089	-0.202434	-0.387814	-0.726762	-0.403499	4.107468	4.045309	3.098211	-0.991282	-0.485849	-1.446024	0.211826	0.963906	0.755549	0.651555	0.724135	0.653308	0.669481	-0.028320	-0.082955	-0.759304	-0.101677	0.113680	0.294485	-0.340171	-0.122035	0.433649	0.434712	-0.041048	0.172536	-1.140799	-1.022464	-1.103140	-0.765360	-1.125450	-0.675538	-0.053513	0.061326	-0.117226	0.140431	0.000000	-0.261801	0.077423	0.609368	0.621525	0.554833	0.671993	0.551876	-0.910709	-0.075260	0.242198	0.116286	-0.440321	-0.185102	0.021291	-0.238042	0.015656	0.063711	0.020655	0.142383	-0.233367	-0.151944
GSU0071	-0.002557	-1.671278	-1.804154	-2.530825	-2.499338	-2.084171	3.478605	3.394405	3.204337	-0.079262	-0.306507	0.096199	0.500552	-0.603137	-0.178073	0.256891	-0.311470	0.634483	-0.768578	0.119796	0.109819	-0.160729	-0.075243	0.267601	0.194626	0.000000	-0.203884	-0.024153	-0.169881	0.239464	0.081287	0.165115	0.084987	0.639259	0.506802	-0.449732	-0.175831	-0.103419	-0.101821	0.047330	0.031590	-0.160601	-0.264379	0.216487	-0.392777	-0.121780	0.370999	-0.398784	0.169655	0.793577	0.092819	0.329999	0.032505	0.099555	0.611381	-0.146935	0.048452	0.285108	-0.034886	0.057856	-0.177194	-0.039663	-0.033167
GSU0072	-0.727669	-0.231147	-0.437363	1.143272	0.561612	1.194295	0.515014	0.065730	-0.438568	-0.218207	-0.656565	-0.463678	0.838694	-0.563874	0.215084	-0.519963	0.157863	-0.360475	0.411596	-0.685834	-0.446321	-0.687410	-0.789684	-0.161631	0.270587	-0.618062	-0.015095	0.583151	1.539890	-0.323419	-0.013062	nan	nan	-0.211857	nan	nan	nan	nan	nan	-1.612170	nan	nan	0.757344	-2.557883	-2.086884	-2.231855	-2.863841	-2.689497	-3.380853	0.691206	0.028935	0.026927	0.013062	0.018304	0.028545	0.034219	0.032229	0.025327	0.033096	0.031987	0.033578	0.028460	0.029414
GSU0073	1.565279	0.353827	0.337065	-0.196138	-1.333911	-1.117735	0.914562	1.411928	1.062116	-1.570916	-1.766957	-1.215758	1.126490	-0.213771	0.507068	-0.977589	-1.090800	0.865949	-1.125389	-0.873609	-1.007910	-1.111920	-1.513915	-1.780873	-1.218617	-1.498016	-1.846086	-0.881617	-1.008462	-1.649435	-1.527368	0.751439	0.736003	1.400099	1.151259	1.587730	1.540080	0.113887	0.000000	0.453433	0.976773	0.311149	0.198601	0.231336	-1.147242	-0.742373	-0.252322	-1.767271	-0.508907	0.549634	-0.199659	0.289054	0.113975	-0.061596	-0.016458	0.152160	-0.008243	0.475320	0.471194	0.369310	0.504047	0.824844	0.654309
GSU0074	1.796846	0.596176	0.681591	-0.936572	-1.430304	-1.347264	1.685942	2.257934	1.835243	-1.503239	-1.395167	-1.569331	1.364702	1.432370	1.224748	-2.020897	-1.720985	0.689403	-0.577428	-1.110650	-1.060280	-0.815492	-0.954319	-0.192598	-0.394384	-1.107582	-0.764486	-1.373137	-0.755106	-1.994966	-1.281559	-0.050536	0.000000	0.013692	0.351746	0.259772	0.253006	0.037794	0.171498	0.209908	0.267917	-0.000512	-0.033680	1.241638	1.132104	0.934408	1.244314	1.100720	0.983177	-0.153616	-0.177709	0.036185	0.318910	-0.106066	-0.007305	0.127359	0.009538	0.030986	-0.012944	-0.191774	-0.112066	0.040933	0.070726
